Tweets,Category
"b""Here are all the #bulkdeals from #Tuesday's session\nhttps://t.co/D1z8i8rd0B""",finance
"b""In Focus | PNB, UltraTech Cement and #RCom among top #stocks to track in today's session\nhttps://t.co/KjYBfE6Te9""",finance
"b'#Nifty outlook | #Investors should abstain from creating short positions, writes @Milan_Vaishnav\nhttps://t.co/nkoee6mQbl'",finance
b'#MarketMovers : Top triggers for your day on #DalalStreet #Sensex #nifty https://t.co/hFCuGs6x8i',finance
"b""Here's what might influence your day on #DalalStreet today\nhttps://t.co/vDq1uTEnbv""",finance
b'Sector investing is an integral part of a well-diversified portfolio strategy. #MarketMoguls\nhttps://t.co/eXgyV693D0',finance
b'.@federalreserve will continue to raise interest rates gradually: Jerome Powell \nhttps://t.co/rDfOpj1gSZ',finance
b'.@NestleIndia market cap crosses Rs 1 lakh crore\nhttps://t.co/B0f3fihHMd',finance
b'#ETMarketsPodcast | In-depth #market analysis and top #trading ideas from D-Street experts. https://t.co/zZJgkxmAic',finance
b'#Rupee gains 12 paise to end at 2-week high as crude oil ebbs\nhttps://t.co/iBuLPV7ktz',finance
"b'HDFC AMC #IPO to open on July 25; price band at Rs 1,095-1,100\nhttps://t.co/PPNecIvWo1'",finance
b'Tech view: #Nifty forms small bullish candle; trade setup favours #bulls\nhttps://t.co/frnsK7eahs',finance
b'.@LICIndiaForever seeks to own 51% stake in @IDBI_Bank\nhttps://t.co/RsbEzvcgto',finance
b'.@FinMinIndia lend a hand to PSU banks.\n#ETMarkets\n\nhttps://t.co/iRkt6K7Jro',finance
b'Portfolio Check | Rakesh Jhunjhunwala and the June quarter. #ETMarkets\n\nhttps://t.co/g8sRARe2wc',finance
"b""Bulls back in driver's control. \n#ETMarkets\n\nhttps://t.co/d6DUSuVM1V""",finance
"b""A quick lowdown on the movers and shakers of today's trade.\n#ETMarkets\n\nhttps://t.co/1g6JG08OVH""",finance
"b""A hold above 11,000 could extend #Nifty's move towards 11,080 and then 11,171 levels. #ETMarkets\n\nhttps://t.co/72YwdJoe3P""",finance
"b'We like to be in confidence of the government when making any investments. Karan Adani, @AdaniOnline.\n#ETMarkets\n\nhttps://t.co/Hl2utEEJFL'",finance
"b'""FMCG products will see relatively higher volumes with consumption picking up."" Deven Choksey. \n\n#ETMarkets\n\nhttps://t.co/B4MsgL6mXw'",finance
b'#EarningsWithETMarkets | Zee Entertainment posts 31% rise in Q1 profit\nhttps://t.co/2HT6dXw9d2',finance
"b""CLSA has raised HUL's target price to Rs 1,950 from Rs 1,650.\n#ETMarkets\n\nhttps://t.co/fBMUylHs1j""",finance
b'Solid Q1 earnings spur The Muthoot Group stocks.\n#ETMartkets\n\nhttps://t.co/P1DQvcxc3m',finance
"b'#CLOSINGBELL: #Sensex gains 196 pts; #Nifty tops 11,000 on easing of crude prices; Federal Bank rallies 19%, MRPL 1... https://t.co/SBKxWDvKMA'",finance
b'Crude shock: Supply disruptions continue to have negative effect on oil prices.\n#ETMarkets\n\nhttps://t.co/EkrqndBWdE',finance
"b'#LIVE: #ClosingBell, Tuesday, July 17, 2018 | https://t.co/XlRIFxbsbD https://t.co/wWY7HWnWxh'",finance
b'Government steps in to help @pnbindia  meet dues.\n#ETMarkets\n\nhttps://t.co/F18jo8SKYV',finance
b'IPO watch | TCNS Clothing issue to open tomorrow. #ETMartkets\n\nhttps://t.co/9EBsywDsi1',finance
b'@ALIndiaOfficial jumps by 5% post solid Q1 earnings.\n#ETMarkets\n\nhttps://t.co/3wq696hYKy',finance
b'.@FederalBankLtd stocks jump on Q1 results.\n#ETMarkets\n\nhttps://t.co/xPo3Au1X8Q',finance
b'.@Airtel_Presence stocks run in deep red during afternoon trade.\nhttps://t.co/98TQWzD3C7 \n\n#ETMarkets https://t.co/Ks7ZxJVz4Z',finance
"b'Money Market Operations as on July 18, 2018\nhttps://t.co/qlcjQNQYUI'",finance
b'Liquidity Adjustment Facility: Fixed Rate Reverse Repo Operations\nhttps://t.co/z4SAfXKlTM',finance
"b'RBI to conduct 7-day Variable Rate Reverse Repo auction under LAF on July 19, 2018\nhttps://t.co/2L5rl5YbcD'",finance
"b'Scheduled Banks Statement of Position in India as on Friday, July 06, 2018\nhttps://t.co/vWscCvgs23'",finance
"b""RBI releases International Banking Statistics of India - 2017'\nhttps://t.co/r6XDJ02QT1""",finance
"b'Reserve Money for the week ended July 13, 2018 and Money Supply for the fortnight ended July 06, 2018\nhttps://t.co/KAFGaF4lOd'",finance
b'364-Days Treasury Bills: Full Auction Result\nhttps://t.co/UMzIk7Htxr',finance
b'182-Days Treasury Bills: Full Auction Result\nhttps://t.co/FkQkK7t0aq',finance
b'91-Days Treasury Bills: Full Auction Result\nhttps://t.co/yMPUSRXTex',finance
"b'Result of the 7-day Variable Rate Reverse Repo Auction held on July 18, 2018\nhttps://t.co/OXK4KHM9Sa'",finance
b'Liquidity Adjustment Facility: Fixed Rate Repo Operations\nhttps://t.co/wLlSJNKSF0',finance
"b'Underwriting Auctions for Government Securities for &amp;#8377; 12,000 crore on July 19, 2018\nhttps://t.co/4isCRH6wEX'",finance
b'182-Days Treasury Bills - Auction Result: Cut off\nhttps://t.co/wNYKUTDJ1n',finance
b'364-Days Treasury Bills - Auction Result: Cut off\nhttps://t.co/acgINFfycs',finance
b'91-Days Treasury Bills - Auction Result: Cut off\nhttps://t.co/onxl1RQ7Fo',finance
b'RBI launches Survey on International Trade in Banking Services (ITBS): 2017-18 round\nhttps://t.co/WoHYC0Nlee',finance
"b'Money Market Operations as on July 17, 2018\nhttps://t.co/BT8Br2isOh'",finance
b'Liquidity Adjustment Facility: Fixed Rate Reverse Repo Operations\nhttps://t.co/Sut77W18PG',finance
b'RBI Announces OMO Purchase of Government of India Dated Securities\nhttps://t.co/W3kFNGBzTO',finance
"b'RBI to conduct 7-day Variable Rate Reverse Repo Auction under LAF on July 18, 2018\nhttps://t.co/2hxFOPBuog'",finance
b'Marginal Cost of Funds Based Lending Rate (MCLR) for the month June 2018\nhttps://t.co/hUhsfcuiiI',finance
b'Results of Auctions of 10 years State Development Loans of Five State Governments - Full Auction Result\nhttps://t.co/x41vRW2hi7',finance
"b'Result of the 7-day Variable Rate Reverse Repo Auction held on July 17, 2018\nhttps://t.co/6jSsyEsAAt'",finance
b'Liquidity Adjustment Facility: Fixed Rate Repo Operations\nhttps://t.co/bJErf1zdgU',finance
b'Result of Yield/Price based Auctions of State Development Loans  of State Governments\nhttps://t.co/VTnmLQU8LE',finance
"b'Result of the 14-day Variable Rate Repo Auction held on July 17, 2018\nhttps://t.co/YDMU66aOt7'",finance
"b'Money Market Operations as on July 16, 2018\nhttps://t.co/KU6gjcBL8M'",finance
b'Liquidity Adjustment Facility: Fixed Rate Reverse Repo Operations\nhttps://t.co/vT8QXMgsQt',finance
b'Workshop on KLEMS Database\nhttps://t.co/TsOCfHSLeZ',finance
"b'Government of India announces to sell five dated securities for &amp;#8377; 12,000 crore\nhttps://t.co/hbjD1VyLCQ'",finance
"b'        ,         15  2018...\nhttps://t.co/wKIn1GLHcl'",finance
"b'RBI to conduct 7-day Variable Rate Reverse Repo auction under LAF on July 17, 2018\nhttps://t.co/rBckUjkBh9'",finance
"b'RBI Directions issued to Navodaya Urban Co-operative Bank Ltd, Nagpur, Maharashtra further extended upto October...\nhttps://t.co/ZAkfU8Xq01'",finance
b'Liquidity Adjustment Facility: Fixed Rate Repo Operations\nhttps://t.co/JsURNqk6JX',finance
"b'Result of the 7-day Variable Rate Reverse Repo Auction held on July 16, 2018\nhttps://t.co/m1h1fZ2cmJ'",finance
b'Foreign Exchange Turnover Data\nhttps://t.co/4n03Ok7pho',finance
b'Foreign Exchange Turnover Data\nhttps://t.co/h9egNPnMyZ',finance
"b'Money Market Operations as on July 13, 2018\nhttps://t.co/YLEt4fCfsz'",finance
b'Liquidity Adjustment Facility: Fixed Rate Reverse Repo Operations\nhttps://t.co/Ssvo3vCORh',finance
"b'RBI to conduct 7-day Variable Rate Reverse Repo Auction under LAF on July 16, 2018\nhttps://t.co/mKaa2gbT51'",finance
"b'364-day Treasury Bills Auction: &amp;#8377; 4,000 crore under Regular Auction\nhttps://t.co/vsgi3t3MA3'",finance
"b'182-day Treasury Bills Auction: &amp;#8377; 4,000 crore under Regular Auction\nhttps://t.co/8WBPjE8aeO'",finance
"b'91-day Treasury Bills Auction: &amp;#8377; 10,000 crore under Regular Auction\nhttps://t.co/CP5XOd7s6t'",finance
b'RBI releases Data on Indias International Trade in Services: May 2018\nhttps://t.co/uJcJaFK1Ky',finance
b'Auction of State Government Securities\nhttps://t.co/8eek3xPQJI',finance
b'Reserve Bank of India  Bulletin Weekly Statistical Supplement  Extract\nhttps://t.co/pBvV3D0VzG',finance
b'Government Stock - Full Auction Results\nhttps://t.co/bSC47lRidy',finance
b'2 -            \nhttps://t.co/eSDlpGALkV',finance
b'2 NBFCs surrender their Certificate of Registration to RBI\nhttps://t.co/F2EWVrUMeY',finance
b'Liquidity Adjustment Facility: Fixed Rate Repo Operations\nhttps://t.co/VebnKea3v1',finance
b'Government Stock - Auction Results: Cut-off\nhttps://t.co/a0lRK1AWt8',finance
"b'Result of the 14-day Variable Rate Repo Auction held on July 13, 2018\nhttps://t.co/V8w60ETUd2'",finance
"b'Money Market Operations as on July 12, 2018\nhttps://t.co/AbABo9aUQI'",finance
b'Liquidity Adjustment Facility: Fixed Rate Reverse Repo Operations\nhttps://t.co/IixSJDJ5dN',finance
"b""Exim Bank's Government of India supported Line of Credit of USD 17.50 million to the Government of the...\nhttps://t.co/a0RWgLK97E""",finance
"b""Exim Bank's Government of India supported Line of Credit of USD 18 million to the Government of the Republic of...\nhttps://t.co/wtWK70CLaw""",finance
"b""Exim Bank's Government of India supported Line of Credit of USD 36.92 million to the Government of Cambodia\nhttps://t.co/oqEyRKCPTt""",finance
"b""Exim Bank's Government of India supported Line of Credit of USD 45.27 million to the Government of Sri Lanka\nhttps://t.co/K8qehj58MF""",finance
b'State Finances: A Study of Budgets of 2017-18 and 2018-19\nhttps://t.co/1LnGXQnlvz',finance
b'Incorporation of Name of the Purchaser on the Face of the Demand Draft\nhttps://t.co/vJ9fLYcMZ8',finance
b'Priority Sector Lending - Targets and Classification: Lending to non-corporate farmers  System wide average of...\nhttps://t.co/0oWTBKktvc',finance
b'Period for Submission of Agency Commission Claims\nhttps://t.co/2jD31A6mmq',finance
"b'RBI launches Quarterly Order Books, Inventories and Capacity Utilisation Survey: April-June 2018 (Round 42)\nhttps://t.co/ylQO2KPNpU'",finance
b'Liquidity Adjustment Facility: Fixed Rate Repo Operations\nhttps://t.co/imhgLbM4ga',finance
"b'Result of the 7-day Variable Rate Reverse Repo Auction held on July 12, 2018\nhttps://t.co/fCbYiLfuHM'",finance
"b'Results of Underwriting Auctions Conducted on July 12, 2018\nhttps://t.co/CM5gesG8uE'",finance
"b'RBI to conduct 7-day Variable Rate Reverse Repo auction under LAF on July 12, 2018\nhttps://t.co/nzrmqAaEzB'",finance
"b'Money Market Operations as on July 11, 2018\nhttps://t.co/xU42hkcs5N'",finance
b'Liquidity Adjustment Facility: Fixed Rate Reverse Repo Operations\nhttps://t.co/kmtEYJvGiz',finance
"b'Reserve Money for the week ended July 6, 2018\nhttps://t.co/QDkv97OVNx'",finance
b'Liquidity Adjustment Facility: Fixed Rate Repo Operations\nhttps://t.co/MYVb7LLieq',finance
"b'        .,  ( )    , 1949...\nhttps://t.co/NklGsxhkdR'",finance
"b'Result of the 7-day Variable Rate Reverse Repo Auction held on July 11, 2018\nhttps://t.co/QQPc0X9Fqx'",finance
"b'Underwriting Auctions for Government Securities for &amp;#8377; 12,000 cr on July 12, 2018\nhttps://t.co/VFpXklJEL4'",finance
b'91-Days Treasury Bills: Full Auction Result\nhttps://t.co/ESAB917tyz',finance
b'364-Days Treasury Bills: Full Auction Result\nhttps://t.co/OHs3eC7AZG',finance
b'182-Days Treasury Bills: Full Auction Result\nhttps://t.co/QX3dY2siD9',finance
b'364-Days Treasury Bills - Auction Result: Cut off\nhttps://t.co/uMFbRJagD4',finance
b'182-Days Treasury Bills - Auction Result: Cut off\nhttps://t.co/nZa08xNzCj',finance
b'91-Days Treasury Bills - Auction Result: Cut off\nhttps://t.co/0u4elGmJGZ',finance
"b'Directions u/s 35A of the Banking Regulation Act, 1949 (AACS)  Gomti Nagariya Sahakari Bank Ltd., Jaunpur (Uttar...\nhttps://t.co/Vr1gn7yTOy'",finance
"b'Money Market Operations as on July 10, 2018\nhttps://t.co/058zQIyLOm'",finance
b'Liquidity Adjustment Facility: Fixed Rate Reverse Repo Operations\nhttps://t.co/YNr8tYdqex',finance
"b'RBI to conduct 7-day Variable Rate Reverse Repo Auction under LAF on July 11, 2018\nhttps://t.co/8i3i2OvG4R'",finance
b'Monthly Bulletin for July 2018\nhttps://t.co/GP2VHZxsn3',finance
b'Results of Auctions of 5 to 20 years State Development Loans of Ten State Governments - Full Auction Result\nhttps://t.co/g15RnKD3am',finance
b'70-Days CMB : Full Auction Result\nhttps://t.co/tUhI4QGil4',finance
"b'Meeting of the Monetary Policy Committee for the Third Bi-monthly Monetary Policy Statement, 2018-19\nhttps://t.co/oENCJ7bYkF'",finance
b'70-Days CMB Auction Result: Cut off\nhttps://t.co/PfGpAsncKG',finance
b'Result of Yield/ Price based Auctions of State Development Loans  of State Governments\nhttps://t.co/JWpU7E9qAc',finance
"b'Result of the 7-day Variable Rate Reverse Repo Auction held on July 10, 2018\nhttps://t.co/n79SNDmvS4'",finance
b'Liquidity Adjustment Facility: Fixed Rate Repo Operations\nhttps://t.co/yz1OrHeNLq',finance
"b'  , 1949 (   )   35      . ....\nhttps://t.co/34R8SnpW55'",finance
"b'Applications for the post of CEO, NCFE\nhttps://t.co/g5L9f6QrC7'",finance
"b'Directions under Section 35A of the Banking Regulation Act, 1949 (AACS)  The R. S. Co-operative Bank Ltd.,...\nhttps://t.co/bJgKZVMuoI'",finance
"b'Result of the 14-day Variable Rate Repo Auction held on July 10, 2018\nhttps://t.co/hp2qY66uyM'",finance
"b'Money Market Operations as on July 09, 2018\nhttps://t.co/3hb2FLg6H5'",finance
b'Liquidity Adjustment Facility: Fixed Rate Reverse Repo Operations\nhttps://t.co/xMMj5XoCxI',finance
b'Auction of Government of India Dated Securities\nhttps://t.co/FWQfhsdgYo',finance
"b'Government of India announce to sell four dated securities for &amp;#8377; 12,000 crore\nhttps://t.co/yyWdudDLhQ'",finance
b'Get an instant 10% discount* on shopping with HDFC Bank Debit &amp; Credit Cards. Offer available exclusively for... https://t.co/Ev6xnL63xY',finance
b'You too can run through life like a champion when you invest in HDFC Bank gold ETFs. All you need to do is open a D... https://t.co/n5ZHG3KRWA',finance
